"03015282","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL L'ESCOLETA","ESCOLA INFANTIL (1) MUNICIPAL L'ESCOLETA","Púb.","CL","BIAR","10",3450,"BANYERES DE MARIOLA","Alacant","966567521","",38.7142,-0.66014
"03015373","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL RAMONA SIMÓN","ESCOLA INFANTIL (1) MUNICIPAL RAMONA SIMÓN","Púb.","CL","TIRSO DE MOLINA (ESQ.VIRIATO)","S/N",3660,"NOVELDA","Alacant","965604937","",38.3871,-0.770599
"03015786","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA HABANERAS","HABANERAS","HABANERAS","Púb.","AV","DELFINA VIUDES","S/N",3183,"TORREVIEJA","Alacant","966700252","965715672",37.9893,-0.681877
"03015166","INSTITUTO DE EDUCACIÓN SECUNDARIA JAIME DE SANT-ÀNGEL","JAIME DE SANT-ÀNGEL","INSTITUTO EDUCACIÓN SECUNDARIA JAIME DE SANT-ÀNGEL","Púb.","AV","DE LA LIBERTAD","S/N",3370,"REDOVÁN","Alacant","966754376","966735531",38.1131,-0.909333
"03014794","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL ZONA NORD","ESCOLA INFANTIL (1) MUNICIPAL ZONA NORD","Púb.","CL","GENERAL PRIETO","16",3804,"ALCOI","Alacant","965335165","965336728",38.7059,-0.468078
"03015041","SECCIÓ D'EDUCACIÓ SECUNDÀRIA","I.E.S. PADRE ARQUES DE COCENTAINA","SECCIÓ E.SECUNDÀRIA I.E.S. PADRE ARQUES DE COCENTAINA","Púb.","CL","LA COMARCA","1",3810,"BENILLOBA","Alacant","965517001","",38.7015,-0.38803
"03015063","INSTITUT D'EDUCACIÓ SECUNDÀRIA","TORRELLANO","INSTITUT EDUCACIÓ SECUNDÀRIA TORRELLANO","Púb.","CL","HISTORIADOR MIQUEL BATLLORI","2",3320,"ELX TORRELLANO","Alacant","965683306","965683247",38.2948,-0.584963
"46029422","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL","F.P.A. MUNICIPAL","Púb.","CL","JOSE CARSI","10",46100,"BURJASSOT","València","963160500","963638111",39.5086,-0.408871
"46029434","ESCUELA PRIVADA DE MÚSICA DE ADEMUZ","DE ADEMUZ","E. DE MÚSICA DE ADEMUZ","Priv.","AV","VALENCIA","39",46140,"ADEMUZ","València","","",40.0626,-1.2853
"46029446","ESCOLA PRIVADA DE MÚSICA","SANTA CECILIA","E. DE MÚSICA SANTA CECILIA","Priv.","CL","ALACANT","53",46892,"MONTAVERNER","València","","",38.8866,-0.496069
"46029458","ESCOLA PRIVADA DE MÚSICA","DE LA NOVA","E. DE MÚSICA DE LA NOVA","Priv.","CL","SANCHIS GUARNER","16",46837,"QUATRETONDA","València","","",38.944,-0.402642
"46029461","ESCOLA PRIVADA DE MÚSICA","AGRUPACIÓ ESCOLA MUSICAL LA NOVA DE L'OLLERIA","E. DE MÚSICA AGRUPACIÓ ESCOLA MUSICAL LA NOVA DE L'OLLERIA","Priv.","PC","BEAT PARE FERRERES","S/N",46850,"OLLERIA (L')","València","","",38.916,-0.553895
"46029471","ESCOLA PRIVADA DE MÚSICA","BARRIO DEL CRISTO","E. DE MÚSICA BARRIO DEL CRISTO","Priv.","CL","3 DE ABRIL","3",46930,"QUART DE POBLET","València","961093736","",39.4763,-0.458736
"46029483","ESCOLA PRIVADA DE MÚSICA","DE LA UNIÓ MUSICAL DE BENETUSSER","E. DE MÚSICA DE LA UNIÓ MUSICAL DE BENETUSSER","Priv.","PZ","CARDENAL BENLLOCH","4",46910,"BENETÚSSER","València","","",39.4243,-0.401135
"46029495","ESCUELA PRIVADA DE MÚSICA CENTRO DE ESTUDIOS MUSICALES LA MARINENSE","CENTRO DE ESTUDIOS MUSICALES LA MARINENSE","E. DE MÚSICA CENTRO DE ESTUDIOS MUSICALES LA MARINENSE","Priv.","CL","CASTILLO DEL REAL","1",46163,"MARINES","València","961648582","",39.6777,-0.560842
"46029513","ESCOLA PRIVADA DE MÚSICA","SOCIETAT MUSICAL BARRI MALILLA","E. DE MÚSICA SOCIETAT MUSICAL BARRI MALILLA","Priv.","CL","DRETS HUMANS","9",46006,"VALENCIA","València","","",39.4537,-0.38001
"03017576","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","CENTRO DE ESTUDIOS SANITARIOS DEL MEDITERRÁNEO","CENTRE F.P. CENTRO DE ESTUDIOS SANITARIOS DEL MEDITERRÁNEO","Priv.","CL","MARIANO BENLLIURE","31",3201,"ELX","Alacant","965448489","965448577",38.263,-0.707234
"46029562","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL JOSEFA GUARDIOLA","ESCOLA INFANTIL (1) MUNICIPAL JOSEFA GUARDIOLA","Púb.","AV","VALENCIA","26",46117,"BÉTERA","València","","",39.5835,-0.456292
"46029586","INSTITUT D'EDUCACIÓ SECUNDÀRIA","","INSTITUT EDUCACIÓ SECUNDÀRIA","Púb.","CL","SAN VICENTE FERRER","2",46184,"SAN ANTONIO DE BENAGÉBER","València","961353496","961353497",39.5628,-0.50134
"03017588","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL","F.P.A. MUNICIPAL","Púb.","CL","JOVENTUT","14",3725,"TEULADA","Alacant","965740158 ext. 1801","",38.7281,0.109198
"03017591","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL LA TRILLADORA","ESCOLA INFANTIL (1) MUNICIPAL LA TRILLADORA","Púb.","CL","SAN RAFAEL","74",3780,"PEGO","Alacant","965570011","",38.843,-0.110217
"46029604","COLEGIO RURAL AGRUPADO ALBORACHE-MACASTRE","ALBORACHE-MACASTRE","C.RURAL AGRUPADO ALBORACHE-MACASTRE","Púb.","CM","DE YÁTOVA","2",46369,"ALBORACHE","València","962516141","962516530",39.3929,-0.774491
"46029616","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","CENTRO DE ESTUDIOS ADAMS ","CENTRE F.PROFESSIONAL CENTRO DE ESTUDIOS ADAMS","Priv.","PZ","MARIANO BENLLIURE","5",46002,"VALENCIA","València","963942428","963942432",39.4722,-0.375949
"46029628","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","I. INTER II","CENTRE F.PROFESSIONAL I. INTER II","Priv.","CL","MARVÁ","28-30",46007,"VALENCIA","València","963808764","963411452",39.4642,-0.384521
"12007048","ESCOLA PRIVADA DE MÚSICA","BONRETORN","E. DE MÚSICA BONRETORN","Priv.","CL","LES CORTS","30",12539,"ALQUERÍAS DEL NIÑO PERDIDO","Castelló","964511617","",39.8963,-0.109069
"03017606","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL","ESCOLA INFANTIL (1) MUNICIPAL","Púb.","CL","SIERRA CORTINA","7",3509,"FINESTRAT","Alacant","","",38.5677,-0.213831
"46024655","ESCOLA PRIVADA DE MÚSICA","JOSÉ CARDONA LAHOZ","E. DE MÚSICA JOSÉ CARDONA LAHOZ","Priv.","AV","MARQUÉS DE LLOMBAI","6",46195,"LLOMBAI","València","615496839","",39.2814,-0.572362
"46024692","ESCOLA PRIVADA DE MÚSICA","SOCIEDAD MUSICAL UNIÓN DE PESCADORES","E. DE MÚSICA DE LA SDAD. MUS. UNIÓN DE PESCADORES","Priv.","CL","JOSÉ BENLLIURE","272",46011,"VALENCIA","València","963722606","",39.4722,-0.329633
"46024709","ESCOLA PRIVADA DE MÚSICA","NUESTRA SEÑORA DE FÁTIMA","E. DE MÚSICA NUESTRA SEÑORA DE FÁTIMA","Priv.","CL","JUMILLA","6",46018,"VALENCIA","València","963792372","",39.4684,-0.404456
"46024680","ESCOLA PRIVADA DE MÚSICA","UNIÓ ARTÍSTICA MUSICAL","E. DE MÚSICA UNIÓ ARTÍSTICA MUSICAL","Priv.","CL","SAN JAUME","42",46191,"VILAMARXANT","València","962710027","",39.571,-0.623705
"46023985","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","MAMI'S & PAPI'S","CENTRE EDUCACIÓ INFANTIL (1) MAMI'S y PAPI'S","Priv.","CL","LA SENYERA","49",46185,"POBLA DE VALLBONA (LA)","València","962761475","962761475",39.5909,-0.550985
"46026305","COLEGIO RURAL AGRUPADO EL TEJO","EL TEJO","C.RURAL AGRUPADO EL TEJO","Púb.","PZ","DEL MERCADO","14",46352,"REQUENA CAMPO ARCIS","València","962303661","",39.4312,-1.16835
"12006241","COL·LEGI RURAL AGRUPAT","ESPADA-MILLARS","C.RURAL AGRUPAT ESPADA-MILLARS","Púb.","AV","MONTI","1",12221,"TALES","Castelló","964617435","964617435",39.9492,-0.306137
"12006251","COLEGIO RURAL AGRUPADO PEÑA ESCABIA","PEÑA ESCABIA","C.RURAL AGRUPADO PEÑA ESCABIA","Púb.","CL","LORETO","12",12430,"BEJÍS","Castelló","964120252","",39.9098,-0.707116
"46026275","COLEGIO RURAL AGRUPADO ALTO JUCAR","ALTO JUCAR","C.RURAL AGRUPADO ALTO JUCAR","Púb.","CL","MARQUÉS DE DOS AGUAS","S/N",46198,"DOS AGUAS","València","962529072","",39.2892,-0.800017
"46026287","COLEGIO RURAL AGRUPADO EL PINAR","EL PINAR","C.RURAL AGRUPADO EL PINAR","Púb.","CL","DIPUTACIÓN","7",46172,"ALCUBLAS","València","962704040","962704040",39.7959,-0.700834
"46026299","COLEGIO RURAL AGRUPADO EL SABINAR","EL SABINAR","C.RURAL AGRUPADO EL SABINAR","Púb.","CL","ESCUELAS","S/N",46179,"ARAS DE LOS OLMOS","València","962102092","",39.9233,-1.13167
"12006226","ESCOLA PÚBLICA DE MÚSICA","MUNICIPAL","E. DE MÚSICA MUNICIPAL","Púb.","CL","PILAR","S/N",12318,"CINCTORRES","Castelló","964181001","",40.5816,-0.218037
"46026214","ESCOLA PRIVADA DE MÚSICA","JOSÉ MORENO GANS","E. DE MÚSICA JOSÉ MORENO GANS","Priv.","CL","AUDITORIO MORENO GANS","4",46680,"ALGEMESÍ","València","962482526","",39.19,-0.433327
"46026226","ESCOLA PRIVADA DE MÚSICA","","E. DE MÚSICA","Priv.","CL","SANT PERE","S/N",46710,"DAIMÚS","València","962819274","",38.9757,-0.143262
"46026238","ESCOLA PRIVADA DE MÚSICA","CENTRO ARTISTÍCO MUSICAL","E. DE MÚSICA CENTRO ARTÍSTICO MUSICAL","Priv.","CL","MAYOR","14",46113,"MONCADA","València","961390064","961390064",39.5446,-0.393432
"46026241","ESCOLA PRIVADA DE MÚSICA","TALLER DE MÚSICA","E. DE MÚSICA TALLER DE MÚSICA","Priv.","CL","MISTRAL","22",46020,"VALENCIA","València","963616361","963278929",39.4851,-0.358088
"46026251","ESCOLA PRIVADA DE MÚSICA","AGRUPACIÓ MUSICAL","E. DE MÚSICA AGRUPACIÓ MUSICAL","Priv.","CL","BARRANC DE LA MONEDA","32",46720,"VILLALONGA","València","962805652","",38.8836,-0.210704
"46026421","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","TOMÁS DE MONTAÑANA","TOMÁS DE MONTAÑANA","Púb.","AV","BALEARES","40",46023,"VALENCIA","València","963303930","963303934",39.4617,-0.351562
"46026342","COLEGIO RURAL AGRUPADO VALLE DE AYORA-COFRENTES","VALLE DE AYORA-COFRENTES","C.RURAL AGRUPADO VALLE DE AYORA-COFRENTES","Púb.","CL","JARRAL","S/N",46623,"JARAFUEL","València","961899009","",39.1404,-1.07396
"46024679","ESCOLA PRIVADA DE MÚSICA","COLEGIO ADVENTISTA","E. DE MÚSICA DEL COLEGIO ADVENTISTA","Priv.","CR","DE PETRÉS","S/N",46500,"SAGUNT","València","962655757","962650166",39.7024,-0.282254
"03016407","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","EL PATI","CENTRE EDUCACIÓ INFANTIL (1) EL PATI","Priv.","PZ","SANTA MARIA MAGDALENA","3",3660,"NOVELDA","Alacant","965624684","",38.3882,-0.766597
"46026457","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","IVAFE","CENTRE F.PROFESSIONAL IVAFE","Priv.","CL","SANTANDER","16-18",46017,"VALENCIA","València","963327070","963786599",39.4544,-0.390111
"46026469","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","SAMARUC","CENTRE EDUCACIÓ INFANTIL (1) SAMARUC","Priv.","CL","GRAZ LIEBENAU","32-IZ",46910,"ALFAFAR","València","963961663","",39.4152,-0.39665
"03016390","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","SOL Y LUNA","CENTRE EDUCACIÓ INFANTIL (1) SOL Y LUNA","Priv.","CL","RAMÓN Y CAJAL","42",3690,"SANT VICENT DEL RASPEIG","Alacant","965666177","",38.3986,-0.527387
"46026512","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","CENTRO DE ESTUDIOS APPEND, SL","CENTRE F.PROFESSIONAL CENTRO DE ESTUDIOS APPEND, SL","Priv.","CL","JAIME GARCÍA SORIA","3",46950,"XIRIVELLA","València","963790079","963790079",39.4668,-0.428638
"46026551","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","ENCARNA LANDETE Y ANA BOIX","CENTRE EDUCACIÓ INFANTIL (1) ENCARNA LANDETE Y ANA BOIX","Priv.","AV","CALVO ACACIO","3",46250,"ALCÚDIA (L')","València","645122686","",39.1977,-0.505832
"46026573","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","SACAPUNTAS SIN CORTES NI PUNTAS","CENTRE EDUCACIÓ INFANTIL (1) SACAPUNTAS SIN CORTES NI PUNTAS","Priv.","CL","CARRERA FUENTE DE SAN LUIS","11",46006,"VALENCIA","València","963292020","",39.4579,-0.37183
"12006299","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA"," I. INTER","CENTRE F.PROFESSIONAL I. INTER","Priv.","CL","FERNANDO EL CATOLICO","3-4",12005,"CASTELLÓ DE LA PLANA","Castelló","964230323","",39.9802,-0.030419
"46026603","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PICCOLO","CENTRE EDUCACIÓ INFANTIL (1) PICCOLO","Priv.","CL","BERENGUER MALLOL","11",46022,"VALENCIA","València","963311268","",39.4652,-0.345029
"46029665","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL SANTA ANA","ESCOLA INFANTIL (1) MUNICIPAL SANTA ANA","Púb.","CL","MONDUVER","39",46700,"GANDIA","València","962867337","962867337",38.9726,-0.186483
"46029677","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL DEL GRAU","ESCOLA INFANTIL (1) MUNICIPAL DEL GRAU","Púb.","CL","CAMÍ VELL DEL GRAU","1",46730,"GANDIA GRAU I PLATJA","València","962844261","",38.9938,-0.163159
"46029689","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","NÚMERO 10","COL·LEGI EDUCACIÓ INFANTIL I PRIMÀRIA NÚMERO 10","Púb.","CL","MAESTRO LORENZO FUERTES JÚLVEZ","19",46900,"TORRENT","València","961567203","961567203",39.4264,-0.479343
"46029690","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL DE LA POBLA DE VALLBONA","F.P.A. MUNICIPAL DE LA POBLA DE VALLBONA","Púb.","CL","SENYERA","31",46185,"POBLA DE VALLBONA (LA)","València","962763216","",39.5911,-0.55308
"03017631","ESCUELA INFANTIL DE PRIMER CICLO MUNICIPAL","MUNICIPAL","ESCUELA INFANTIL (1) MUNICIPAL","Púb.","PG","INDUST. DE PONIENTE,MANZANA A-1,PARCELA","A-2",3158,"CATRAL","Alacant","678517885","965723018",38.157,-0.808536
"46029707","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL EL XÚQUER","ESCOLA INFANTIL (1) MUNICIPAL EL XÚQUER","Púb.","CL","FRANC","S/N",46295,"SUMACÀRCER","València","962595280","962595531",39.0993,-0.630308
"46029720","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","SAINT THOMAS","CENTRE EDUCACIÓ INFANTIL (1) SAINT THOMAS","Priv.","CL","SAGUNTO","118-D",46009,"VALENCIA","València","963267497","961337833",39.4871,-0.375016
"12007073","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","ÁNGEL ESTEBAN","ÁNGEL ESTEBAN","Púb.","CL","LA PAZ","S/N",12580,"BENICARLÓ","Castelló","964472182","964472182",40.4202,0.419776
"46029860","ESCUELA INFANTIL DE PRIMER CICLO MUNICIPAL","MUNICIPAL","ESCUELA INFANTIL (1) MUNICIPAL","Púb.","AV","JOSÉ ANTONIO","93",46178,"ALPUENTE","València","608755118","",39.8839,-1.01386
"03017709","ESCUELA INFANTIL DE PRIMER CICLO MUNICIPAL","MUNICIPAL","ESCUELA INFANTIL (1) MUNICIPAL","Púb.","AV","DE LA LIBERTAD. PARTIDA RURAL LA MURADA","S/N",3300,"ORIHUELA","Alacant","","",38.173,-0.959791
"46029884","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","LÁPICES II","CENTRE EDUCACIÓ INFANTIL LÁPICES II","Priv.","AV","GENERAL AVILES","54",46015,"VALENCIA","València","963479756","",39.4846,-0.399359
"46026433","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","MARNI II","CENTRE EDUCACIÓ INFANTIL (1) MARNI II","Priv.","CL","DUQUE DE MANDAS","S/N",46019,"VALENCIA","València","963650832","963650162",39.4925,-0.368042
"46026445","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL LA VIETA","ESCOLA INFANTIL (1) MUNICIPAL LA VIETA","Púb.","CL","JAUME I EL CONQUERIDOR","10",46740,"CARCAIXENT","València","962433952","",39.1181,-0.445998
"46026585","CENTRE AUTORITZAT ELEMENTAL DE DANSA","LA UNIÓ MUSICAL D'ALAQUÀS","C.ELEMENTAL DE DANSA DE LA UNIÓ MUSICAL D'ALAQUÀS","Priv.","AV","PAÍS VALENCIÀ","9",46970,"ALAQUÀS","València","961503902","",39.4563,-0.459904
"46026494","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","CATXIRULO","CENTRE EDUCACIÓ INFANTIL (1) CATXIRULO","Priv.","CL","RAFAEL CORT","3",46006,"VALENCIA","València","963282125","",39.4571,-0.367168
"46026500","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL","ESCOLA INFANTIL (1) MUNICIPAL","Púb.","CL","ALACANT","59",46892,"MONTAVERNER","València","962297121","",38.8861,-0.496029
"46026639","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","MI CHALET","CENTRE EDUCACIÓ INFANTIL MI CHALET","Priv.","CL","IMPRESOR JOSÉ DE ORGA","10",46022,"VALENCIA","València","963555737","",39.4701,-0.344911
"46026536","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","VIRGEN DE CORTES 2","CENTRE EDUCACIÓ INFANTIL (1) VIRGEN DE CORTES 2","Priv.","CL","GENERAL BARROSO","27",46017,"VALENCIA","València","963785644","",39.4532,-0.390294
"03016420","CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA","EL PLANET","EL PLANET","Priv.","PD","EL PLANET","71",3590,"ALTEA","Alacant","965844224","965843340",38.5887,-0.074005
"12006329","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PEKE'S II","CENTRE EDUCACIÓ INFANTIL (1) PEKE'S II","Priv.","CL","L'ILLA DE BALEATO","35",12006,"CASTELLÓ DE LA PLANA","Castelló","964253086","964253086",39.975,-0.0527
"46028818","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL DE FONTANARS DELS ALFORINS","F.P.A. MUNICIPAL DE FONTANARS DELS ALFORINS","Púb.","CL","DE LES ESCOLES","1",46635,"FONTANARS DELS ALFORINS","València","962222233","",38.7819,-0.784337
"46027796","C. DOCEN. PÚB. DE FORMACIÓN BÁSICA DE PER. ADULTAS MUNICIPAL DE GODELLETA","MUNICIPAL DE GODELLETA","F.P.A. MUNICIPAL DE GODELLETA","Púb.","CL","SAN PEDRO","11",46388,"GODELLETA","València","961800639","",39.4234,-0.687665
"46028821","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL DE GUADASSUAR","F.P.A. MUNICIPAL DE GUADASSUAR","Púb.","CL","GRAN VIA","79",46610,"GUADASSUAR","València","962570000","",39.1882,-0.477026
"46028995","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL MARÍA DE VIDAURA","F.P.A. MUNICIPAL MARÍA DE VIDAURA","Púb.","CL","SANT DOMENECH","18",46838,"LLUTXENT","València","962294001","",38.9429,-0.356154
"46029045","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL DE MELIANA","F.P.A. MUNICIPAL DE MELIANA","Púb.","CL","MARIA MANGLANO","2",46133,"MELIANA","València","961490065","",39.5306,-0.346488
"46027498","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL DE MOIXENT","F.P.A. MUNICIPAL DE MOIXENT","Púb.","CL","SANTAS RELIQUIAS","3",46640,"MOIXENT","València","962295010","",38.8744,-0.754859
"03016869","C. DOCEN. PÚB. DE FORMACIÓN BÁSICA DE PER. ADULTAS MUNICIPAL DE SAN FULGENCIO","MUNICIPAL DE SAN FULGENCIO","F.P.A. MUNICIPAL DE SAN FULGENCIO","Púb.","CL","LO PLATERO","3",3177,"SAN FULGENCIO","Alacant","966794201","",38.117,-0.717705
"03016870","C. DOCEN. PÚB. DE FORMACIÓN BÁSICA DE PER. ADULTAS MUNICIPAL DE SAN MIGUEL DE SA","MUNICIPAL DE SAN MIGUEL DE SALINAS","F.P.A. MUNICIPAL DE SAN MIGUEL DE SALINAS","Púb.","CL","MIGUEL GARCIA GALANT","S/N",3193,"SAN MIGUEL DE SALINAS","Alacant","965720001","",37.9796,-0.791359
"46029653","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL MESTRE MANUEL ROSICH SANCHIS","ESCOLA INFANTIL (1) MUNICIPAL MESTRE MANUEL ROSICH SANCHIS","Púb.","CL","RAMÓN Y BENEYTO","18",46816,"ROTGLÀ I CORBERÀ","València","962928148","962928027",39.0058,-0.562395
"03017621","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","GARABATOS","CENTRE EDUCACIÓ INFANTIL (1) GARABATOS","Priv.","CL","JIJONA","6",3690,"SANT VICENT DEL RASPEIG","Alacant","965667204","965667204",38.3996,-0.527419
"12007051","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JUAN G. RIPOLLÉS","JUAN G. RIPOLLÉS","Púb.","CL","RIO ADRA","3",12006,"CASTELLÓ DE LA PLANA","Castelló","964252894","964211920",39.9777,-0.052807
"46029756","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL PAZ MÍNGUEZ","F.P.A. MUNICIPAL PAZ MÍNGUEZ","Púb.","CL","LA SEQUIA","16",46270,"VILLANUEVA DE CASTELLÓN","València","962452995","962452995",39.0775,-0.513976
"03017667","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL","F.P.A. MUNICIPAL","Púb.","CL","NOU","36",3530,"NUCIA (LA)","Alacant","965870700","",38.6176,-0.124637
"46029768","C. DOCEN. PÚB. DE FORMACIÓN BÁSICA DE PER. ADULTAS MUNICIPAL DE CHESTE","MUNICIPAL DE CHESTE","F.P.A. MUNICIPAL DE CHESTE","Púb.","CL","PEDRALBA","21-23",46380,"CHESTE","València","962510300","962512007",39.4965,-0.683877
"46029801","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","CHISPA","CENTRE EDUCACIÓ INFANTIL (1) CHISPA","Priv.","CL","SAN JUAN BOSCO","14",46019,"VALENCIA","València","963663457","",39.4918,-0.37252
"46029811","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","BABY DONALD","CENTRE EDUCACIÓ INFANTIL (1) BABY DONALD","Priv.","CL","BARRIO DE LA LUZ","4",46014,"VALENCIA","València","963503074","",39.4681,-0.415286
"46029823","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","HAMELIN","CENTRE EDUCACIÓ INFANTIL (1) HAMELIN","Priv.","CL","ALGINET","6-B",46010,"VALENCIA","València","963122343","",39.472,-0.35877
"46029902","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","EL SOLDADITO","CENTRE EDUCACIÓ INFANTIL EL SOLDADITO","Priv.","CL","APARISI Y GUIJARRO","7",46003,"VALENCIA","València","963921815","",39.4754,-0.371996
"46029914","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL EL CASTELL","ESCOLA INFANTIL (1) MUNICIPAL EL CASTELL","Púb.","CL","HERMENEGILDO MONLEÓN","S/N",46692,"MONTESA","València","962299310","962299288",38.9491,-0.64977
"46033309","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","NUNO NONO","CENTRE EDUCACIÓ INFANTIL NUNO NONO","Priv.","CL","ALZINES","4",46015,"VALENCIA","València","963463846","",39.4858,-0.397798
"46033310","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL BENICALAP","ESCOLA INFANTIL (1) MUNICIPAL BENICALAP","Púb.","CL","GENERAL LLORENS-POETA DELMONTE I HURTADO","S/N",46025,"VALENCIA","València","960914117","",39.4932,-0.38642
"46033322","CENTRE PRIVAT D'EDUCACIÓ ESPECIAL","FUNDACIÓ MIRA'M","C.E.ESPECIAL FUNDACIÓ MIRA'M","Priv.","CL","RUGAT","4-8",46023,"VALENCIA","València","963209070","963812118",39.4693,-0.352592
"46033334","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL MINI-POLI","ESCOLA INFANTIL (1) MUNICIPAL MINI-POLI","Púb.","CL","SANTA CRUZ DE TENERIFE (CENTRAL P.LOCAL)","1",46018,"VALENCIA","València","960611169","",39.4677,-0.399907
"46026597","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA","VICENT SANCHIS I SANZ","C.A.ENS.ART.PROFESSIONALS DE MÚSICA VICENT SANCHIS I SANZ","Priv.","AV","PAIS VALENCIÀ","9",46970,"ALAQUÀS","València","961505000","961515250",39.4563,-0.459827
"46033346","ESCUELA PRIVADA DE MÚSICA ESMAR","ESMAR","E. DE MÚSICA ESMAR","Priv.","CL","PESSET ALEIXANDRE","S/N",46367,"YÁTOVA","València","962504887","",39.3854,-0.805748
"46033358","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","MON MENUT","CENTRE EDUCACIÓ INFANTIL (1) MON MENUT","Priv.","CL","VIRGEN DEL PUIG","18",46900,"TORRENT","València","961563839","",39.429,-0.476092
"03019123","CENTRE DOCENT PRIVAT ESTRANGER","THE LADY ELIZABETH SCHOOL","THE LADY ELIZABETH SCHOOL","Priv.","UR","CUMBRE DEL SOL","S/N",3726,"POBLE NOU DE BENITATXELL (EL)","Alacant","965790252","960615134 ",38.7328,0.145193
"46033449","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL SANT PAU","ESCOLA INFANTIL (1) MUNICIPAL SANT PAU","Púb.","AV","PIO BAROJA ESQ.JOSEP ALMINYANA I VALLÉS","S/N",46015,"VALENCIA","València","","",39.4852,-0.405443
