"03013613","ESCOLA INFANTIL DE PRIMER CICLE","ALBORADA","ESCOLA INFANTIL (1) ALBORADA","Púb.","CL","MESTRE MELCHOR BOTELLA","6",3206,"ELX","Alacant","965433131","",38.2787,-0.713146
"03013637","ESCOLA INFANTIL DE PRIMER CICLE","MARÍA ORTS","ESCOLA INFANTIL (1) MARÍA ORTS","Púb.","AV","DE LABRADORES","S/N",3204,"ELX","Alacant","966630543","",38.254,-0.705689
"03010089","ESCOLA INFANTIL","CID CAMPEADOR","ESCOLA INFANTIL CID CAMPEADOR","Púb.","CL","CASTILLA","53",3610,"PETRER","Alacant","965371069","965371069",38.4839,-0.784492
"03011719","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA MARTÍN ARTIGOT","MARTÍN ARTIGOT","MARTÍN ARTIGOT","Púb.","CL","LAS PALOMAS","S/N",3190,"PILAR DE LA HORADADA","Alacant","965351224","",37.8668,-0.783784
"03007765","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SAN ANTÓN","SAN ANTÓN","Púb.","CL","GLORIETA DE SAN ANTONIO","S/N",3650,"PINÓS (EL)","Alacant","965477049","",38.3995,-1.04261
"03008137","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA JOSÉ MARÍA MANRESA NAVARRO","JOSÉ MARÍA MANRESA NAVARRO","JOSÉ MARÍA MANRESA NAVARRO","Púb.","CL","LO PLATERO","3",3177,"SAN FULGENCIO","Alacant","966794151","",38.1166,-0.717298
"03010636","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LO ROMERO","LO ROMERO","Púb.","CL","RAMON DE CAMPOAMOR","23",3550,"SANT JOAN D'ALACANT","Alacant","965651718","965659142",38.3933,-0.437737
"03010651","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","RASPEIG","RASPEIG","Púb.","CL","ALMAZARA","63",3690,"SANT VICENT DEL RASPEIG","Alacant","965661308","965675097",38.4063,-0.526507
"03010946","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JUAN RAMÓN JIMÉNEZ","JUAN RAMÓN JIMÉNEZ","Púb.","CL","DR. MARAÑÓN","22",3690,"SANT VICENT DEL RASPEIG","Alacant","965666077","965666077",38.3897,-0.520831
"03008290","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SANTA ISABEL","SANTA ISABEL","Púb.","CO","DE SANTA ISABEL","S/N",3690,"SANT VICENT DEL RASPEIG","Alacant","965663481","965663481",38.3829,-0.500468
"03010028","COL·LEGI D'EDUCACIÓ PRIMÀRIA","AZORÍN","AZORÍN","Púb.","CL","LAS NANSAS","16-17",3130,"SANTA POLA","Alacant","965412150","965412150",38.1967,-0.55012
"03013145","INSTITUT D'EDUCACIÓ SECUNDÀRIA","CLOT DE L'ILLOT","INSTITUT EDUCACIÓ SECUNDÀRIA CLOT DE L'ILLOT","Púb.","AV","DELS FURS","4-6",3560,"CAMPELLO (EL)","Alacant","965632854","965630153",38.4259,-0.392096
"03013327","INSTITUT D'EDUCACIÓ SECUNDÀRIA","LES DUNES","INSTITUT EDUCACIÓ SECUNDÀRIA LES DUNES","Púb.","CL","MOLIVENT","S/N",3140,"GUARDAMAR DEL SEGURA","Alacant","965729836","965729836",38.0873,-0.656143
"03013340","INSTITUTO DE EDUCACIÓN SECUNDARIA THÁDER","THÁDER","INSTITUTO EDUCACIÓN SECUNDARIA THÁDER","Púb.","CL","ORIOLANOS AUSENTES","18",3300,"ORIHUELA","Alacant","966742943","966743109",38.0764,-0.949942
"03007108","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA NUESTRA SEÑORA DE MONSERRATE","NUESTRA SEÑORA DE MONSERRATE","NUESTRA SEÑORA DE MONSERRATE","Púb.","CL","PORTUGAL","8",3310,"ORIHUELA MOLINS","Alacant","965302275","",38.0833,-0.904956
"03013728","INSTITUTO DE EDUCACIÓN SECUNDARIA THIAR","THIAR","INSTITUTO EDUCACIÓN SECUNDARIA THIAR","Púb.","CL","PILAR PÉREZ AGUIRRE","16",3190,"PILAR DE LA HORADADA","Alacant","965352178","965351001",37.857,-0.788486
"03011321","ESCOLA INFANTIL","HOGAR PROVINCIAL EXMA. DIPUTACIÓN","ESCUELA INFANTIL HOGAR PROV. EXMA. DIPUTACIÓN","Púb.","PD","ORGEGIA-FINCA HONDONADA (APT. 2198)","",3559,"ALACANT SANTA FAZ","Alacant","965265100","965265387",38.3822,-0.460177
"03008541","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SAN SALVADOR","SAN SALVADOR","Púb.","PZ","SANTA ANA","12",3518,"TÀRBENA","Alacant","965884228","",38.6926,-0.100669
"03008605","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","","COL·LEGI EDUCACIÓ INFANTIL I PRIMÀRIA","Púb.","CL","ESPAÑA","12",3108,"TORRE DE LES MAÇANES (LA)","Alacant","965619011","",38.608,-0.41996
"03006244","INSTITUT D'EDUCACIÓ SECUNDÀRIA","ANTONI LLIDÓ","INSTITUT EDUCACIÓ SECUNDÀRIA ANTONI LLIDÓ","Púb.","CM","CANONS","22",3730,"XÀBIA","Alacant","965790092","965794261",38.7908,0.158916
"03013339","INSTITUT D'EDUCACIÓ SECUNDÀRIA","NÚMERO 1","INSTITUT EDUCACIÓ SECUNDÀRIA NÚMERO 1","Púb.","AV","AUGUSTA","2",3730,"XÀBIA","Alacant","965792720","966461011",38.7887,0.178624
"03013066","ESCUELA INFANTIL LA PAZ","LA PAZ","ESCUELA INFANTIL LA PAZ","Púb.","CL","LA PAZ","10",3380,"BIGASTRO","Alacant","966770082","",38.0638,-0.899994
"03004624","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","MIGUEL DE UNAMUNO","MIGUEL DE UNAMUNO","Púb.","PS","GERMANIAS","S/N",3204,"ELX","Alacant","965441254","966672590",38.2622,-0.702535
"03006414","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","L'ARC","L'ARC","Púb.","CL","ZORRILLA","9",3640,"MONÒVER CASES DEL SENYOR","Alacant","966979562","966979562",38.4073,-0.953063
"03006566","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CASTELL DEL POP","CASTELL DEL POP","Púb.","CL","DIPUTACIO PROVINCIAL","6",3792,"MURLA","Alacant","965581320","",38.7606,-0.083036
"46015642","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","AUSIÀS MARCH","AUSIÀS MARCH","Púb.","AV","L'HORTA","2",46210,"PICANYA","València","961591142","961594102",39.4358,-0.439929
"46007827","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SAN CLEMENTE","SAN CLEMENTE","Púb.","CL","VALENCIA","20",46910,"SEDAVÍ","València","963754540","963754540",39.4235,-0.383454
"46016385","INSTITUT D'EDUCACIÓ SECUNDÀRIA","LA VALLDIGNA","INSTITUT EDUCACIÓ SECUNDÀRIA LA VALLDIGNA","Púb.","CL","SANT BENET","249",46760,"TAVERNES DE LA VALLDIGNA","València","962821016","962821098",39.0702,-0.277314
"46014856","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","NICOLAU PRIMITIU GÓMEZ SERRANO","NICOLAU PRIMITIU GÓMEZ SERRANO","Púb.","CL","ARQUITECTO SEGURA DEL LAGO","9",46014,"VALENCIA","València","963572197","963587005 ",39.4543,-0.403415
"46012252","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SANTO ÁNGEL DE LA GUARDA","SANTO ÁNGEL DE LA GUARDA","Púb.","CL","SAN VICENTE MARTIR","250",46007,"VALENCIA","València","963423452","963419124",39.4551,-0.384693
"46017651","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES","","F.P.A.","Púb.","CL","SAN PEDRO","11",46920,"MISLATA","València","963707573","963132512",39.4748,-0.414645
"46015319","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CAES NUESTRA SEÑORA DEL AMPARO","CAES NUESTRA SEÑORA DEL AMPARO","Púb.","PD","RACÓ DEL PORTELL","",46727,"REAL DE GANDÍA","València","962869694","",38.9453,-0.210371
"46017067","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","C.A.J.","CENTRE F.PROFESSIONAL C.A.J.","Priv.","CL","DOCTOR DOMAGK","1",46006,"VALENCIA","València","963732199","963336486",39.4569,-0.376389
"46013013","CENTRE PRIVAT D'EDUCACIÓ INFANTIL","CIUDAD JARDÍN","CENTRE EDUCACIÓ INFANTIL CIUDAD JARDÍN","Priv.","CL","JOSÉ DE ORGA","4",46022,"VALENCIA","València","963559192","963559192",39.4696,-0.344921
"46010188","CENTRE PRIVAT DE PÀRVULS","CHUPETÍN","PARVULARIO CHUPETÍN","Priv.","CL","CUENCA","47",46008,"VALENCIA","València","963850562","",39.4657,-0.386876
"46012847","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","FUNDACIÓN DON JUAN DE DIOS MONTAÑES","CENTRE E.INFANTIL (1) FUNDACIÓN DON JUAN DE DIOS MONTAÑES","Priv.","CL","PINTOR SALVADOR ABRIL","25",46005,"VALENCIA","València","963742920","963742920",39.4623,-0.369801
"46015371","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA COFRENTES","COFRENTES","COFRENTES","Púb.","CL","ZONA ESCOLAR","S/N",46625,"COFRENTES","València","961894260","961894260",39.2275,-1.06538
"46004838","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SAN VICENTE FERRER","SAN VICENTE FERRER","Púb.","CL","SAN VICENTE","49-51",46160,"LLÍRIA","València","962780374","962780374",39.6295,-0.596196
"46016491","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","HERETATS","HERETATS","Púb.","CL","MAESTRO SERRANO","S/N",46250,"ALCÚDIA (L')","València","962540993","",39.1945,-0.512195
"46017535","INSTITUT D'EDUCACIÓ SECUNDÀRIA","PERE BOÏL","INSTITUT EDUCACIÓ SECUNDÀRIA PERE BOÏL","Púb.","CL","CERAMISTA ALFONS BLAT","12",46940,"MANISES","València","961543950","961521042",39.4988,-0.470671
"46006094","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","RAFAEL JUAN VIDAL","RAFAEL JUAN VIDAL","Púb.","CL","SAN RAFAEL","S/N",46870,"ONTINYENT","València","962916053","962916246",38.8232,-0.616704
"46006136","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","VICENTE GIRONÉS MORA","VICENTE GIRONÉS MORA","Púb.","CL","JOSE IRANZO","52",46870,"ONTINYENT","València","962383001","962916065",38.8232,-0.59824
"46017377","ESCOLA PRIVADA DE MÚSICA","BANDA PRIMITIVA","E. DE MÚSICA BANDA PRIMITIVA","Priv.","CL","METGE MIQUEL PÉREZ","4-6",46160,"LLÍRIA","València","962780847","962792113",39.6276,-0.597221
"46004802","CENTRE INTEGRAT DE MÚSICA I ENS. R.GENERAL","UNIÓN MUSICAL DE LIRIA","UNIÓN MUSICAL DE LIRIA","Priv.","CL","SAN VICENTE (APT. 173)","17",46160,"LLÍRIA","València","962780254","962793672",39.6278,-0.595917
"03006441","ESCOLA INFANTIL DE PRIMER CICLE","MARE DE DÉU DEL REMEI","ESCOLA INFANTIL (1) MARE DE DÉU DEL REMEI","Púb.","CL","LOPE DE VEGA","21",3640,"MONÒVER","Alacant","965471264","966966614",38.4358,-0.834103
"03013650","ESCOLA INFANTIL DE PRIMER CICLE","EL BARRANQUET","ESCOLA INFANTIL (1) EL BARRANQUET","Púb.","CL","EUSEBIO SEMPERE","1",3430,"ONIL","Alacant","965565117","966544709",38.6244,-0.678953
"03013662","ESCUELA INFANTIL DE PRIMER CICLO EL PALMERAL","EL PALMERAL","ESCUELA INFANTIL (1) EL PALMERAL","Púb.","AV","DEL DOCTOR GARCÍA ROGEL","S/N",3300,"ORIHUELA","Alacant","965305727","",38.0917,-0.939546
"03013674","ESCUELA INFANTIL DE PRIMER CICLO VIRGEN DE MONSERRATE","VIRGEN DE MONSERRATE","ESCUELA INFANTIL (1) VIRGEN DE MONSERRATE","Púb.","CL","CAPUCHINOS","3",3300,"ORIHUELA","Alacant","965302965","",38.0914,-0.952691
"03007674","ESCOLA INFANTIL DE PRIMER CICLE","VIRGEN DEL REMEDIO","ESCOLA INFANTIL (1) VIRGEN DEL REMEDIO","Púb.","AV","FELIPE V","3",3610,"PETRER","Alacant","966951149","",38.486,-0.778506
"03013686","ESCUELA INFANTIL DE PRIMER CICLO EL PARQUE","EL PARQUE","ESCUELA INFANTIL (1) EL PARQUE","Púb.","AV","PASCUAL CARRIÓN","S/N",3630,"SAX","Alacant","965475835","965475835",38.5313,-0.824007
"12000261","ESCOLA INFANTIL DE PRIMER CICLE","SAN JOSÉ","ESCOLA INFANTIL (1) SAN JOSÉ","Púb.","CL","SAN FELIPE","10",12550,"ALMASSORA","Castelló","964560791","964560791",39.945,-0.067549
"12005131","ESCOLA INFANTIL DE PRIMER CICLE","SAGRADO CORAZÓN","ESCOLA INFANTIL (1) SAGRADO CORAZÓN","Púb.","CL","XACÓ","2",12600,"VALL D'UIXÓ (LA)","Castelló","964696447","",39.8234,-0.231689
"12005143","ESCOLA INFANTIL DE PRIMER CICLE","LOS GORRIONES","ESCOLA INFANTIL (1) LOS GORRIONES","Púb.","CL","RAMÓN Y CAJAL","4",12520,"NULES","Castelló","964672154","",39.8545,-0.160047
"03013297","INSTITUT D'EDUCACIÓ SECUNDÀRIA","8 DE MARZO","INSTITUT EDUCACIÓ SECUNDÀRIA 8 DE MARZO","Púb.","CL","CIUDAD DE MATANZAS","S/N",3005,"ALACANT","Alacant","965144507","965144268",38.3611,-0.502329
"46019763","INSTITUT D'EDUCACIÓ SECUNDÀRIA","JOSÉ BALLESTER GOZALVO","INSTITUT EDUCACIÓ SECUNDÀRIA JOSÉ BALLESTER GOZALVO","Púb.","CL","PINTOR ALEMANY","S/N",46019,"VALENCIA","València","963662545","963663563",39.4966,-0.379586
"03013224","INSTITUT D'EDUCACIÓ SECUNDÀRIA","SEVERO OCHOA","INSTITUT EDUCACIÓ SECUNDÀRIA SEVERO OCHOA","Púb.","CL","INCA","5",3206,"ELX","Alacant","966660644","966660235",38.2804,-0.715688
"46020078","SECCIÓ D'EDUCACIÓ SECUNDÀRIA","NÚMERO 1","SECCIÓ EDUCACIÓ SECUNDÀRIA NÚMERO 1","Púb.","CR","NACIONAL 340, KM.225","",46220,"PICASSENT","València","961242927","961242927",39.3126,-0.436621
"12005003","CONSERVATORIO PROFESIONAL DE MÚSICA ALTO PALANCIA","ALTO PALANCIA","CONSERVATORIO PROFESIONAL DE MÚSICA ALTO PALANCIA","Púb.","CL","COMUNIDAD VALENCIANA","S/N",12400,"SEGORBE","Castelló","964713271","964713911",39.8495,-0.491842
"46020546","ESCOLA OFICIAL D'IDIOMES","","ESCOLA OFICIAL D'IDIOMES","Púb.","CL","XIQUET DE QUART","S/N",46930,"QUART DE POBLET","València","961523374","961523302",39.48,-0.432772
"46015851","CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA","CONCHA ESPINA II","CONCHA ESPINA II","Priv.","CL","MARQUES DE BELLET","5-7",46007,"VALENCIA","València","963770669","963579042",39.4535,-0.38502
"46009034","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","EL AVE MARÍA","EL AVE MARÍA","Priv.","CL","CAMPAMENT","57-59",46035,"VALENCIA BENIMAMET-BENIFERRI","València","963643811","963646391",39.5008,-0.424052
"46009654","CENTRE PRIVAT E. PRIMÀRIA I SECUNDÀRIA","CENTRO DE ESTUDIOS GARCÍA BROCH","CENTRO DE ESTUDIOS GARCÍA BROCH","Priv.","CL","PEDRO III EL GRANDE","46",46005,"VALENCIA","València","963732057","963952320",39.4634,-0.367229
"46011089","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","GUADALAVIAR","GUADALAVIAR","Priv.","AV","BLASCO IBAÑEZ","56",46021,"VALENCIA","València","963393600","963601173",39.4757,-0.355189
"03013078","CENTRE AUTORITZAT ELEMENTAL DE MÚSICA","ACADEMIA DE MÚSICA LUCENTUM","C.ELEMENTAL DE MÚSICA ACADEMIA DE MÚSICA LUCENTUM","Priv.","CL","CARDENAL BELLUGA","3-3",3005,"ALACANT","Alacant","965922456","",38.3468,-0.494589
"46020455","CONSERVATORI PROFESSIONAL DE MÚSICA","","CONSERVATORI PROFESSIONAL DE MÚSICA","Púb.","CL","TRENCALL","4",46160,"LLÍRIA","València","962781889","962790796",39.624,-0.590885
"03011586","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA EL ACEQUIÓN","EL ACEQUIÓN","EL ACEQUIÓN","Púb.","AV","DE LOS NENÚFARES","S/N",3184,"TORREVIEJA","Alacant","965714604","965714604",37.9803,-0.691516
"03011677","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","TRENC D'ALBA","TRENC D'ALBA","Púb.","CL","ANTONIO MACHADO","S/N",3730,"XÀBIA","Alacant","965793343","965796089",38.787,0.168012
"03009853","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","PORT DE XÀBIA","PORT DE XÀBIA","Púb.","CL","JOAN FUSTER","1",3730,"XÀBIA","Alacant","965791268","965796043",38.7936,0.179719
"03000138","COLEGIO DE EDUCACIÓN PRIMARIA VIRGEN DEL ROSARIO","VIRGEN DEL ROSARIO","VIRGEN DEL ROSARIO","Púb.","CM","DEL CALVARIO","70",3340,"ALBATERA","Alacant","965485080","",38.1845,-0.875452
"03000591","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA MIGUEL DE CERVANTES","MIGUEL DE CERVANTES","MIGUEL DE CERVANTES","Púb.","CL","MIGUEL HERNÁNDEZ","1-3",3169,"ALGORFA","Alacant","965700013","",38.086,-0.794899
"03000606","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","VIRGEN DEL REMEDIO","VIRGEN DEL REMEDIO","Púb.","PS","DE LA LIBERTAD","S/N",3668,"ALGUEÑA","Alacant","965476047","",38.3371,-1.00539
"03010821","INSTITUTO DE EDUCACIÓN SECUNDARIA AZUD DE ALFEITAMI","AZUD DE ALFEITAMI","INSTITUTO EDUCACIÓN SECUNDARIA AZUD DE ALFEITAMI","Púb.","CL","MEDICO JULIO GARCIA GARCIA","S/N",3160,"ALMORADÍ","Alacant","965701339","966780779",38.1126,-0.786231
"03009543","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","ALTEA LA VELLA","ALTEA LA VELLA","Púb.","CR","DE CALLOSA","S/N",3590,"ALTEA ALTEA LA VELLA","Alacant","965848508","",38.6286,-0.042883
"03002652","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA DOCTOR CALATAYUD","DOCTOR CALATAYUD","DOCTOR CALATAYUD","Púb.","CL","GREGORIO RIZO","23",3680,"ASPE","Alacant","965491411","",38.3444,-0.770953
"03013704","INSTITUT D'EDUCACIÓ SECUNDÀRIA","PROFESSOR MANUEL BROSETA","INSTITUT EDUCACIÓ SECUNDÀRIA PROFESSOR MANUEL BROSETA","Púb.","AV","DEL TREN","22",3450,"BANYERES DE MARIOLA","Alacant","966567828","966567828",38.7241,-0.666486
"03013716","INSTITUT D'EDUCACIÓ SECUNDÀRIA","IFACH","INSTITUT EDUCACIÓ SECUNDÀRIA IFACH","Púb.","AV","CASA NOVA","7",3710,"CALP","Alacant","965834160","965839020",38.6469,0.048891
"12004813","ESCOLA PÚBLICA DE MÚSICA","PASCUAL RUBERT","E. DE MÚSICA PASCUAL RUBERT","Púb.","PZ","LA MERCÉ","1",12530,"BORRIANA","Castelló","964033230","964517305",39.8884,-0.081298
"12003353","CENTRE D'EDUCACIÓ ESPECIAL","PENYETA ROJA","C.E.ESPECIAL PENYETA ROJA","Púb.","PD","PENYETA ROJA","S/N",12004,"CASTELLÓ DE LA PLANA","Castelló","964359837","964359889",40.0146,-0.05465
"03007194","ESCUELA DE ARTE Y SUPERIOR DE DISEÑO ","","ESCUELA DE ARTE Y SUPERIOR DE DISEÑO","Púb.","AV","DEL DOCTOR GARCÍA ROGEL","S/N",3300,"ORIHUELA","Alacant","965302811","966743937",38.0952,-0.937985
"03009907","CENTRO PRIVADO DE PREESCOLAR NIÑO JESÚS","NIÑO JESÚS","PREESCOLAR NIÑO JESÚS","Priv.","CL","DIEGO RAMIREZ","207",3182,"TORREVIEJA","Alacant","965710519","",37.9815,-0.678671
"03007510","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA VIRGEN DE MONSERRATE","VIRGEN DE MONSERRATE","VIRGEN DE MONSERRATE","Púb.","CL","VIRGEN DE MONSERRATE","8",3313,"ORIHUELA TORREMENDO","Alacant","965368005","965368200",37.9918,-0.86564
"03003930","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","PUIG JOVER","PUIG JOVER","Púb.","BD","DE LA ESTACION","",3330,"CREVILLENT ESTACION (LA)","Alacant","965401402","",38.2249,-0.77533
"03004016","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CARDENAL BELLUGA","CARDENAL BELLUGA","Púb.","CL","ALMAZARA","1",3330,"CREVILLENT SAN FELIPE NERI","Alacant","965484513","",38.1784,-0.79741
"03010521","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","ALONAI","ALONAI","Priv.","CL","VIRGEN DEL CARMEN","S/N",3130,"SANTA POLA","Alacant","965412534","966694018",38.1928,-0.549724
"46006793","CENTRE PRIVAT E. INFANTIL I PRIMÀRIA","COLOR DE MONTE COLORADO","COLOR DE MONTE COLORADO","Priv.","AV","PRINCIPAL. URB.MONTE COLORADO","",46185,"POBLA DE VALLBONA (LA)","València","962760999","963521966",39.6064,-0.558704
"46001060","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","SAN JAIME APÓSTOL","SAN JAIME APÓSTOL","Púb.","CL","NUEVA","23",46197,"ALFARP","València","962553128","962553001",39.2754,-0.559766
"46001187","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","RIBALTA","RIBALTA","Púb.","CM","DE LA CREUETA","S/N",46680,"ALGEMESÍ","València","962481646","962488027",39.1887,-0.426938
"46001771","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","BLASCO IBÁÑEZ","BLASCO IBÁÑEZ","Púb.","PJ","MAESTRA ROGELIA ANTON","S/N",46910,"BENETÚSSER","València","963760565","963182247",39.4267,-0.400357
"46002039","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA LOS PINOS","LOS PINOS","LOS PINOS","Púb.","CL","LOS PINOS","S/N",46825,"BICORP","València","962269112","",39.1306,-0.788291
"46002568","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JOSÉ MOLLA","JOSÉ MOLLA","Púb.","AV","JAIME I","S/N",46650,"CANALS","València","962240218","",38.9684,-0.580988
"46013050","INSTITUT D'EDUCACIÓ SECUNDÀRIA","EL CABANYAL","INSTITUT EDUCACIÓ SECUNDÀRIA EL CABANYAL","Púb.","CM","DEL CABANYAL","19",46022,"VALENCIA","València","963714211","963710183",39.4749,-0.340952
"03013431","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CAVALL VERD","CAVALL VERD","Púb.","CL","ERA DEL POBLE","1",3791,"VALL DE LAGUAR (LA) FLEIX","Alacant","965583929","",38.7788,-0.109874
"03013881","INSTITUT D'EDUCACIÓ SECUNDÀRIA","VICTORIA KENT","INSTITUT EDUCACIÓ SECUNDÀRIA VICTORIA KENT","Púb.","CL","JOAN FUSTER","4",3203,"ELX","Alacant","965426392","965422446",38.2679,-0.676861
"46016609","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","AUSIÀS MARCH","AUSIÀS MARCH","Púb.","CL","SAN MATEO","5",46980,"PATERNA","València","961365072","961365072",39.5065,-0.438058
"46007931","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","VERGE DELS DESEMPARATS","VERGE DELS DESEMPARATS","Púb.","CL","DELS FORNS","1",46460,"SILLA","València","961218082","961218082",39.365,-0.411912
"46015678","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","REIS CATÒLICS","REIS CATÒLICS","Púb.","CL","ECHEGARAY","1",46460,"SILLA","València","961201522","",39.3675,-0.40849
"46008327","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","DIVINA AURORA","DIVINA AURORA","Púb.","CL","JARDINS","S/N",46760,"TAVERNES DE LA VALLDIGNA","València","962820129","962820129",39.0748,-0.268081
"46013220","ESCOLA OFICIAL D'IDIOMES","","ESCOLA OFICIAL D'IDIOMES","Púb.","CL","LLANO DE ZAIDÍA","19",46009,"VALENCIA","València","963405022","963492547",39.4829,-0.381464
"46013426","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","RAQUEL PAYA","RAQUEL PAYA","Púb.","CL","MÚSICO AYLLON","41",46018,"VALENCIA","València","963706193","963598417",39.4665,-0.402288
"46004759","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","BEATO JACINTO CASTAÑEDA","BEATO JACINTO CASTAÑEDA","Púb.","CM","LA BOLA","27",46800,"XÀTIVA","València","962287363","962287077",38.9835,-0.53067
"46017717","CENTRE D'EDUCACIÓ ESPECIAL","PLA DE LA MESQUITA","C.E.ESPECIAL PLA DE LA MESQUITA","Púb.","CR","DE GENOVÉS, KM. 0,5","",46800,"XÀTIVA","València","962276051","962276051",38.9901,-0.50889
"46017997","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","TEVIAN","CENTRE F.PROFESSIONAL TEVIAN","Priv.","CL","ISABEL LA CATÓLICA","9",46004,"VALENCIA","València","963520425","963521588",39.4689,-0.370317
"46016658","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","VILAVELLA","VILAVELLA","Priv.","CL","PADRE DIEGO MIRON","1",46009,"VALENCIA","València","963479750","963477040",39.4792,-0.392761
"46020200","ESCOLA INFANTIL DE PRIMER CICLE","CAPERUCITA ROJA","ESCOLA INFANTIL (1) CAPERUCITA ROJA","Púb.","PZ","9 D'OCTUBRE","S/N",46100,"BURJASSOT","València","963639101","",39.5137,-0.419798
"46005089","ESCOLA INFANTIL DE PRIMER CICLE","PRÍNCIPE VALIENTE","ESCOLA INFANTIL (1) PRÍNCIPE VALIENTE","Púb.","CL","R.FRANCISCO CASTELLÓ GIL","10",46940,"MANISES","València","961546568","961546568",39.4852,-0.460224
"46020212","ESCOLA INFANTIL DE PRIMER CICLE","EL MOLÍ","ESCOLA INFANTIL (1) EL MOLÍ","Púb.","CL","CID CAMPEADOR","S/N",46980,"PATERNA","València","961383154","961365077",39.5065,-0.452642
"46015654","ESCOLA INFANTIL DE PRIMER CICLE","EL BALADRE","ESCOLA INFANTIL (1) EL BALADRE","Púb.","CL","AUSIÀS MARCH","4",46520,"SAGUNT PUERTO SAGUNTO (EL)","València","962673401","",39.6708,-0.238781
"46020236","ESCOLA INFANTIL DE PRIMER CICLE","CENTRO SOCIAL EL GRAO","ESCOLA INFANTIL (1) CENTRO SOCIAL EL GRAO","Púb.","CL","JERÓNIMO MONSORIU","19",46022,"VALENCIA","València","963300740","963300740",39.4659,-0.342035
"46019702","ESCOLA PRIVADA DE MÚSICA","CENTRE MUSICAL I INSTRUCTIÚ SANTA CECILIA DE PUÇOL","E. DE MÚSICA C. MUSICAL I INSTRUCTIÚ SANTA CECILIA DE PUÇOL","Priv.","ED","CASA DE LA CULTURA","",46530,"PUÇOL","València","961421949","961464556",39.6165,-0.308411
